사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2021-08,우이신설선,702,북한산우이,"48,814","44,997","30,746","31,875",2021-09-03 10:03:18
2021-08,우이신설선,703,솔밭공원,"35,903","33,068","23,679","25,713",2021-09-03 10:03:18
2021-08,우이신설선,704,4.19민주묘지,"39,970","39,142","30,537","26,783",2021-09-03 10:03:18
2021-08,우이신설선,705,가오리,"62,610","61,025","38,687","40,072",2021-09-03 10:03:18
2021-08,우이신설선,706,화계,"47,845","43,561","33,709","34,202",2021-09-03 10:03:18
2021-08,우이신설선,707,삼양,"26,703","27,748","22,036","24,669",2021-09-03 10:03:18
2021-08,우이신설선,708,삼양사거리,"31,165","32,049","29,950","30,409",2021-09-03 10:03:18
2021-08,우이신설선,709,솔샘,"99,601","92,014","29,818","30,922",2021-09-03 10:03:18
2021-08,우이신설선,710,북한산보국문,"105,190","98,876","33,318","33,835",2021-09-03 10:03:18
2021-08,우이신설선,711,정릉,"70,828","63,487","35,608","33,405",2021-09-03 10:03:18
2021-08,우이신설선,712,성신여대입구(돈암),"53,877","62,861","23,149","21,891",2021-09-03 10:03:18
2021-08,우이신설선,713,보문,"23,865","23,415","11,919","11,657",2021-09-03 10:03:18
2021-08,우이신설선,714,신설동,"29,375","29,242","20,752","18,443",2021-09-03 10:03:18
